ma_san_pham,ten_san_pham,gia_ban,gia_goc,phan_loai,mo_ta,diem_trung_binh
422214577,Combo Simple Chăm Sóc Làn Da Dầu Mụn 3 Món,189000,589000,,"Combo chăm sóc da mặt Simple đã có mặt tại Hasaki gồm 3 món:
Nước Tẩy Trang Simple Kind To Skin Micellar Cleansing Water Làm Dịu Da Và Cấp Ẩm 200ml
Gel Rửa Mặt Simple Purifying Gel Wash Thanh Khiết, Giảm Bóng Nhờn 150ml
Nước Hoa Hồng Simple Kind to Skin Soothing Facial Toner Sạch Sâu 200ml
Thông tin sản phẩm:
1. Nước Tẩy Trang Simple Kind To Skin Micellar Cleansing Water Làm Dịu Da Và Cấp Ẩm 200ml
Nước Tẩy Trang Simple Làm Sạch Trang Điểm Và Cấp Ẩm 200ml là sản phẩm tẩy trang mặt đến từ thương hiệu Simple xuất xứ Anh Quốc. Công thức cải tiến với công nghệ làm sạch Micellar chứa hàng triệu bong bóng Micelles thông minh giúp loại bỏ lớp trang điểm và bụi bẩn hiệu quả, làm thông thoáng lỗ chân lông, mang lại cảm giác tươi mát cho da sau khi sử dụng, đồng thời cấp ẩm lên đến 4 giờ mà không để lại dư lượng thừa trên da.
 
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",0.0
422200036,Sữa Rửa Mặt Neutrogena Làm Sạch Sâu Dạng Gel 150ml,98000,140000,,"Sữa Rửa Mặt Neutrogena Làm Sạch Sâu Dạng 150ml là dòng sữa rửa mặt đến từ thương hiệu mỹ phẩm Neutrogena của Mỹ, với thành phần Hydroxy Acid giúp lấy đi lượng dầu thừa, nhờn, lớp bụi bẩn và lớp trang điểm trên da đồng thời loại bỏ tế bào chết gây khô và làm sạm da. Hiện sản phẩm Sữa Rửa Mặt Neutrogena Gel Facial Cleanser Deep Clean 150ml đã có mặt tại Hasaki.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.4
225300001,Sữa Rửa Mặt Isis Pharma Giảm Nhờn Và Ngăn Ngừa Mụn 150ml,277000,315000,"40ml
150ml","Sữa Rửa Mặt ISIS Pharma Teen Derm Gel Giảm Nhờn Và Ngăn Ngừa Mụn là sản phẩm chăm sóc da mặt đến từ thương hiệu ISIS PHARMA. Với sự kết hợp của các thành phần hoạt chất tinh khiết có tác dụng làm sạch da, loại bỏ bụi bẩn, tế bào chết và bã nhờn trên da, từ đó ngăn ngừa nguy cơ xuất hiện mụn trứng cá. 
Hiện Sữa Rửa Mặt ISIS Pharma Teen Derm Gel Giảm Nhờn Và Ngăn Ngừa Mụn đã có mặt tại Hasaki với 2 dung tích:
40ml
150ml


Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.0
100180184,Kem Dưỡng Ẩm Cetaphil Dịu Lành Cho Da Nhạy Cảm 50g,161000,182000,"50g
100g
453g","Cetaphil Moisturising Cream là sản phẩm kem dưỡng ẩm dành cho da khô đến rất khô và cả da nhạy cảm thuộc thương hiệu Cetaphil, được chứng minh lâm sàng giúp cấp ẩm sâu và duy trì độ ẩm lâu dài trên da suốt 48 giờ.
Kem dưỡng ẩm cho da nhạy cảm giàu dưỡng chất, không gây nhờn rít, là sự kết hợp 3 thành phần lành tính Niacinamide (Vitamin B3), Panthenol (Pro-vitamin B5) và Glycerin đã tạo ra cơ chế đặc biệt giúp thúc đẩy quá trình sản sinh Ceramides tự nhiên của da và tổng hợp Fillaggrin có dụng bảo vệ hàng rào tự nhiên của da. Sản phẩm kem dưỡng ẩm được bổ sung thêm nhiều dưỡng chất với thành phần dầu hạnh nhân ngọt ngào, được chứng minh lâm sàng có tác dụng cấp ẩm tối ưu và hiệu quả, dưỡng ẩm kéo dài suốt 48 giờ.
Kem Dưỡng Ẩm Cho Da Nhạy Cảm Cetaphil Moisturising Cream hiện đã có mặt tại Hasaki với 3 phân loại:
Tuýp 50g
Tuýp 100g
Hủ 453g
     

*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
386000015,"Mặt Nạ Mắt JMsolution Ngọc Trai Mờ Quầng Thâm, Nếp Nhăn 90g",150000,300000,"Keo ong
Ngọc trai
Kén Tằm Vàng","Mặt Nạ Mắt JMsolution Eye Patch 60 Miếng 90g là dòng sản phẩm mặt nạ mắt nổi tiếng của thương hiệu JMsolution Hàn Quốc, giúp chăm sóc và thư giãn cho vùng da quanh mắt một cách đơn giản & tiện lợi.
Mặt nạ được làm từ chất liệu hydrogel có khả năng ôm sát vùng mắt, ngăn chặn sự bay hơi của các dưỡng chất, giúp da hấp thụ dưỡng chất tối đa. Bên cạnh đó, các dưỡng chất từ thiên nhiên bên trong mặt nạ sẽ giúp cung cấp độ ẩm hiệu quả, cho vùng da quanh mắt trở nên mềm mịn và căng mượt hơn, đồng thời hỗ trợ làm giảm quầng thâm và xoá mờ nếp chân chim hiệu quả.
Hiện Mặt Nạ Mắt JMsolution Eye Patch đã có mặt tại Hasaki với 3 phân loại:
Mặt Nạ Mắt JMsolution Honey Luminous Royal Propolis Eye Patch: chiết xuất Mật Ong giúp làm giảm thâm quầng mắt và nếp chân chim.
Mặt Nạ Mắt JMsolution Marine Luminous Pearl Deep Moisture Eye Patch: chiết xuất Ngọc Trai giúp làm giảm thâm quầng mắt và nếp chân chim.
Mặt Nạ Mắt JMsolution Golden Cocoon Home Esthetic Eye Patch: chiết xuất Kén Tằm Vàng giúp ngăn ngừa lão hoá da.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
206400004,Kem Dưỡng Olay Regenerist Ngừa Lão Hóa Da Ban Đêm 50g,353000,499000,"Ban Đêm
Ban Ngày","Olay Regenerist Micro-Sculpting Cream là dòng kem dưỡng ngăn ngừa lão hóa Regenerist bán chạy nhất và tiên tiến nhất của Olay. Công thức chứa phức hợp Amino-peptide tiên tiến có khả năng thấm sâu vào bề mặt da; kết hợp cùng thành phần Hyaluronic Acid và Niacinamide (Vitamin B3), giúp làm săn chắc, căng mịn da và làm giảm rõ rệt sự xuất hiện của các nếp nhăn, mang đến cho bạn làn da tươi trẻ hơn chỉ trong 4 tuần sử dụng.
Kem Dưỡng Olay Regenerist Micro-Sculpting Cream hiện đã có mặt tại Hasaki với 2 phân loại cho bạn lựa chọn:
Kem Dưỡng Olay Regenerist Ngừa Lão Hóa Da Ban Ngày 50g - Regenerist Micro-Sculpting Cream: kết cấu dạng kem.
Kem Dưỡng Olay Regenerist Ngừa Lão Hóa Da Ban Đêm 50g - Regenerist Micro-Sculpting Cream Night: kết cấu dạng gel.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.6
232500022,"Kem Dưỡng Mắt Meishoku Ngừa Lão Hóa, Giảm Quầng Thâm 30g",199000,345000,,"Meishoku Placenta Medicated Whitening Anti-wrinkle Eye Cream là dòng kem dưỡng mắt đến từ thương hiệu mỹ phẩm Meishoku của Nhật Bản, với chiết xuất thành phần chính từ vitamin E và nhau thai Placenta, collagen,...có tác dụng ngăn ngừa lão hóa và giúp làm giảm thâm quầng, bọng mắt. Chính chất lượng hiệu quả đã giúp sản phẩm liên tiếp nằm trong top sản phẩm kem dưỡng vùng mắt được nhiều người lựa chọn.
Kem Dưỡng Mắt Ngừa Lão Hóa, Giảm Quầng Thâm Meishoku Placenta Medicated Whitening Anti-wrinkle Eye Cream 30g hiện đã có mặt tại Hasaki.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.6
422221764,Serum La Roche-Posay Giảm Thâm Nám & Dưỡng Sáng Da 30ml,906000,1300000,,"Serum La Roche-Posay Mela B3 Serum Giảm Thâm Nám & Dưỡng Sáng Da 30ml là sản phẩm tinh chất đến từ thương hiệu La Roche-Posay - Pháp. Sản phẩm giúp giảm thâm nám & ngăn ngừa đốm nâu sâu từng nanomet tế bào da Mela B3 với 18 năm nghiên cứu và phát triển từ các chuyên gia da liễu hàng đầu trên thế giới. Với thành phần Melasyl TM độc quyền cùng 10% Niacinamide giúp hiệu quả rõ rệt sau 1 tuần sử dụng.
Serum Giảm Thâm Nám & Dưỡng Sáng Da La Roche-Posay Mela B3 Serum 30ml hiện đã có tại Hasaki.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.7
422207148,Mặt Nạ Banobagi Dưỡng Sáng Và Chăm Sóc Da Mụn 30g (Hồng),16000,30000,"1 miếng
10 miếng
Whitening & AC Care
Whitening & BHA-AHA
Whitening & Tone Up
Whitening & Relaxing Revital
Whitening & Dark Spot Care
Whitening & Lifting
Whitening & Aqua Hydrating
Whitening & Tighten Pores
Whitening and Moisture
Whitening & Stretching Patch","Mặt Nạ Tế Bào Gốc Banobagi Stem Cell Vitamin Mask 30g là phiên bản mới của dòng mặt nạ giấy dưỡng da đình đám từ nhà Banobagi. Chất liệu để làm nên mặt nạ Banobagi Stem Cell Vitamin Mask vẫn là cotton 100% tự nhiên, vô cùng thân thiện với mọi làn da, kể cả da nhạy cảm, da dễ kích ứng. Mặt nạ Banobagi không phải là loại mặt nạ thông thường mà là mặt nạ cung cấp vitamin dạng gel.
Ở phiên bản mới, tấm mặt nạ đã được hãng Banobagi thay đổi một chút bằng cách điều chỉnh lại độ dày của chúng, tạo ra một tấm sheet mask mỏng nhẹ, nhỏ gọn và tương khít với bề mặt da hơn. Chúng có thể ôm sát mọi góc trên khuôn mặt, mềm mại và thẩm thấu dưỡng chất rất tốt.



  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
422205820,Nước Tẩy Trang Nature Republic Chiết Xuất AHA 500ml,141000,232000,"AHA
Khoáng chất","Nature Republic Good Skin Ampoule Cleansing Water 500ml là dòng sản phẩm nước tẩy trang dành cho da mặt đến từ thương hiệu mỹ phẩm Nature Republic của Hàn Quốc. Công thức micellar với độ pH từ 5.5 đến 6.5 giúp làm sạch lớp trang điểm và bụi bẩn hiệu quả mà vẫn dịu nhẹ, không lấy đi độ ẩm tự nhiên trên da.
 

Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.5
422200308,Kem Dưỡng Ẩm Neutrogena Cấp Nước Cho Da Khô 50g,279000,440000,"2x50g
50g","Kem Dưỡng Ẩm Neutrogena Cấp Nước Cho Da Khô là kem dưỡng đến từ thương hiệu mỹ phẩm Neutrogena của Mỹ, được tăng cường với phức hợp nhân tố giữ ẩm tự nhiên (NMF) để củng cố hàng rào bảo vệ da, cung cấp thêm 5 lần hydrat hóa, bổ sung cho làn da bị mất nước, làm dịu da, tái tạo làn da khô ráp, làm mềm và mịn kết cấu da không đồng đều và làm lộ ra làn da sáng khỏe rõ rệt trong 2 tuần.
Hiện sản phẩm Kem Dưỡng Ẩm Neutrogena Hydro Boost Hyaluronic Acid Nourishing Cream đã có mặt tại Hasaki với 2 phân loại:
50g
50gx2



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.6
422206100,Mặt Nạ Foodaholic Arbutin Dưỡng Sáng & Làm Đều Màu Da 23ml,10000,18400,"10 miếng
23ml
Arbutin
Retinol
Hyaluronic Acid
Peptide","Mặt Nạ Tinh Chất Foodaholic Premium là dòng sản phẩm mặt nạ dưỡng phiên bản cao cấp mới từ thương hiệu Foodaholic (Hàn Quốc). Mặt nạ được làm từ chất liệu sợi cotton nguyên chất, tạo độ dày hơn 30% so với mặt nạ thông thường, từ đó có khả năng chứa đựng hàm lượng dưỡng chất dồi dào hơn, cung cấp tối đa chất dưỡng cho da trong suốt quá trình đắp mặt nạ.
Mặt Nạ Tinh Chất Foodaholic Premium được chia thành 4 phân loại - với các thành phần hoạt chất phù hợp cho từng vấn đề về da khác nhau và hiện đang có mặt tại Hasaki:
Foodaholic Retinol Anti Acnes Mask: chiết xuất Retinol phù hợp cho da mụn
Foodaholic Peptide Anti Wrinkle Mask: chiết xuất Peptide phù hợp cho da lão hoá
Foodaholic Hyaluronic Acid Hydrating Mask: chiết xuất Hyaluronic Acid phù hợp cho da khô
Foodaholic Beta Arbutin Whitening Mask: chiết xuất Arbutin phù hợp cho da tối, xỉn màu
 



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.6
422207323,Sữa Chống Nắng La Roche-Posay Bảo Vệ Khỏi Tia UVA Dài 50ml,429000,560000,"2x50ml
50ml
Da thường/Mọi loại da
Da dầu/Hỗn hợp dầu","ANTHELIOS UVMUNE 400 là dòng sản phẩm chống nắng mới nhất của La Roche Posay, với màng lọc độc quyền Mexoryl 400 giúp bảo vệ da tối ưu trước tia UVA dài, ngăn ngừa thâm nám tiềm ẩn và công nghệ Netlock cho khả năng thẩm thấu nhanh chóng, không gây nhờn dính da. Đồng thời, khả năng kháng trôi cao giúp bạn an tâm bảo vệ da phổ rộng suốt cả ngày.
Dòng sản phẩm Sữa Chống Nắng La Roche Posay ANTHELIOS UVMUNE 400 hiện đã có mặt tại Hasaki với 2 phiên bản cho bạn lựa chọn:
Sữa Chống Nắng La Roche-Posay Anthelios UVMUNE 400 Invisible Fluid: dành cho mọi loại da, đặc biệt là da thường đến da khô.
Sữa Chống Nắng La Roche-Posay Anthelios UVMUNE 400 Oil Control Fluid: dành cho da dầu, da hỗn hợp dầu đang gặp vấn đề về mụn.
1. Sữa Chống Nắng La Roche-Posay Anthelios UVMUNE 400 Invisible Fluid Bảo Vệ Khỏi Tia UVA Dài 50ml
Sữa Chống Nắng La Roche-Posay Anthelios UVMune 400 Fluide Invisible Fluid SPF50+ là phiên bản cải tiến của Anthelios Invisible Fluid – dòng sản phẩm chống nắng rất được yêu thích và được đánh giá cao từ thương hiệu dược mỹ phẩm La Roche-Posay. Sản phẩm cung cấp khả năng bảo vệ da vượt trội khỏi tia UVB & UVA dài – ngay cả các tia ở bước sóng 380 – 400 NM – thủ phạm tiềm ẩn hình thành các gốc thâm nám nằm sâu dưới da.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",3.7
422202629,"Serum Skin1004 Cấp Ẩm, Làm Dịu & Dưỡng Sáng Da 50ml",341000,525000,,"Tinh Chất Skin1004 Cấp Ẩm, Làm Dịu & Dưỡng Sáng Da 50ml là Serum thuộc dòng sản phẩm Madagascar Centella Hyalu-cica MỚI ra mắt từ thương hiệu Skin1004, với sự kết hợp hoàn hảo của thành phần chủ lực Rau Má Madagascar cùng 5 loại Hyaluronic Acid và Ceramide Biom, Niacinamide, Adenosine giúp cung cấp độ ẩm toàn diện, củng cố hàng rào bảo vệ da, mang đến làn da ngậm nước và sáng khỏe căng bóng, ngăn ngừa lão hóa cũng như các tác nhân gây hại khác từ môi trường.
  Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
422206101,Mặt Nạ Foodaholic Hyaluronic Acid Cấp Ẩm Đa Tầng 23ml,10000,18400,"10 miếng
23ml
Arbutin
Retinol
Hyaluronic Acid
Peptide","Mặt Nạ Tinh Chất Foodaholic Premium là dòng sản phẩm mặt nạ dưỡng phiên bản cao cấp mới từ thương hiệu Foodaholic (Hàn Quốc). Mặt nạ được làm từ chất liệu sợi cotton nguyên chất, tạo độ dày hơn 30% so với mặt nạ thông thường, từ đó có khả năng chứa đựng hàm lượng dưỡng chất dồi dào hơn, cung cấp tối đa chất dưỡng cho da trong suốt quá trình đắp mặt nạ.
Mặt Nạ Tinh Chất Foodaholic Premium được chia thành 4 phân loại - với các thành phần hoạt chất phù hợp cho từng vấn đề về da khác nhau và hiện đang có mặt tại Hasaki:
Foodaholic Retinol Anti Acnes Mask: chiết xuất Retinol phù hợp cho da mụn
Foodaholic Peptide Anti Wrinkle Mask: chiết xuất Peptide phù hợp cho da lão hoá
Foodaholic Hyaluronic Acid Hydrating Mask: chiết xuất Hyaluronic Acid phù hợp cho da khô
Foodaholic Beta Arbutin Whitening Mask: chiết xuất Arbutin phù hợp cho da tối, xỉn màu
 



Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.6
422210784,Combo 8 Gel Rửa Mặt La Roche-Posay Cho Da Dầu Nhạy Cảm 50ml,399000,1680000,"Túi Refill 400ml
Combo 100ml
Combo 200ml
Combo 400ml
Combo 150ml
50ml
200ml
400ml","Gel Rửa Mặt La Roche-Posay Effaclar Purifying Foaming Gel For Oily Sensitive Skin là dòng sản phẩm sữa rửa mặt chuyên biệt dành cho làn da dầu, mụn, nhạy cảm đến từ thương hiệu dược mỹ phẩm La Roche-Posay nổi tiếng của Pháp, với kết cấu dạng gel tạo bọt nhẹ nhàng giúp loại bỏ bụi bẩn, tạp chất và bã nhờn dư thừa trên da hiệu quả, mang đến làn da sạch mịn, thoáng nhẹ và tươi mát. Công thức sản phẩm an toàn, lành tính, giảm thiểu tình trạng kích ứng đối với làn da nhạy cảm.
 

*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.7
237800005,Bông Tẩy Trang Mihoo Bông Tròn Túi 200 Miếng,52000,58000,,"Bông Tẩy Trang Mihoo Mermaid Cotton Pads Túi 180+20 Miếng
Bông Tẩy Trang Mihoo Mermaid Cotton Pads là sản phẩm bông tẩy trang đến từ thương hiệu Mihoo của Hàn Quốc, sản phẩm được làm từ nguyên liệu 100% cotton tự nhiên, độ co giãn cao và không bị xơ. Hiện đã có mặt tại Hasaki.

 



*Lưu ý: Tác dụng có thể khác nhau tuỳ cơ địa của người dùng
Làm sao để phân biệt hàng có trộn hay không ?
Hàng trộn sẽ không thể xuất hoá đơn đỏ (VAT) 100% được do có hàng không nguồn gốc trong đó.
Tại Hasaki, 100% hàng bán ra sẽ được xuất hoá đơn đỏ cho dù khách hàng có lấy hay không. Nếu có nhu cầu lấy hoá đơn đỏ, quý khách vui lòng lấy trước 22h cùng ngày. Vì sau 22h, hệ thống Hasaki sẽ tự động xuất hết hoá đơn cho những hàng hoá mà khách hàng không đăng kí lấy hoá đơn.
Do xuất được hoá đơn đỏ 100% nên đảm bảo 100% hàng tại Hasaki là hàng chính hãng có nguồn gốc rõ ràng.",4.8
